#;Título;Cliente;Sistema;Criado em;Concluído;Autor;Descrição;Últimas notas
123190;[BRADESCO] [SAC] [TICKET 123456] - TESTE  - Erro processamento RV;Bradesco;SAC;25/09/2024 16:38 h;03/10/2024 18:29 h;Filipe Costa;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:123456
SOLICITANTE CLIENTE: Luciene
DATA DA SOLICITAÇÃO DO CLIENTE:25/09/2024
TICKET EXTERNO: SSTI 123456
MÓDULO: renda variável
TRANSAÇÃO: operações/RV/provento/Financeiro
TÍTULO DA TAREFA: [BRADESCO] [SAC] [TICKET 123456] - TESTE  - Erro processamento RV
DESCRIÇÃO DA SOLICITAÇÃO:**

Erro processamento RV no provento financeiro

Build Cliente 3600
Builde Server: 3050";Finalizado. 
123185;[SICREDI][SAC] [TICKET INTERNO 21360748/EXTERNO INV17-145] Ajustar bugs em LFSC/LFSN c/liquid.em D0(opç recompra)que tiverem o vencto postergado em D0;Sicredi;SAC;25/09/2024 16:21 h;17/10/2024 18:37 h;Marcos Paulo Cioffi;"Quando não temos certeza se o emissor irá recomprar e é decidido internamente que devemos considerar a recompra, chegando no dia precisamos validar se o emissor irá recomprar de fato, caso a etratégia do emissor seja não recomprar, precisamos alterar o vencimento para uma data futura. Quando fazemos essa alteração em D+0 na data de recompra, o SAC não retira o lançamento de liquidação no caixa do fundo e o título não volta a aparecer em D+0 no relatório da carteira diária, aparentemente o SAC continua considerando a liquidação mesmo já alterado o vencimento e processado o fundo. Portando precisamos desses dois ajustes para o YMF acatar da forma correta o novo cadastro de vencimento do papel sem necessidade de ajustes manuais.
Ajustes:
Fazer com que o SAC considere novamente na carteira cadastro títulos com vencimento postergados em D+0.
Fazer com que o lançamento de liquidação saia do caixa quando o título não tiver mais liquidação em D+0 (postergado o vencimento em D+0)
Quando foir determinado um responsável, caso acharem importante, podem me contatar que marco uma call e conversamos sobre os pontos mais específicos.";"Na data de hoje, 17/10/2024, realizamos um cal com Yan de Almeida Bystronski, Bruno Poersch Armani, Bruno Bittencourt para realizar entendimento.

Foi verificado que o fundo em questão foi aberto sem a alteração do vencimento doa lastro que não teve recompra.

No primeiro processamento o sistema gerou os movimentos automaticos de pagamentos e o resgate do vencimento.

Com isso, após a alteração do vencimento do lastro, o sistema duplicou os lancamento gerando inconsistencia na tesouraria e tirando o ativo da posição.

Foi orientado que nesses casos, deve-se primeiro , excluir os movimentos , depois alterar o vencimento do lastro e ajustar o fluxo.

Depois reprocessar para ajustar a carteira.

 

Opção de recompra, como resolver:

1 ) Processar abertura

2 ) Excluir os movimentos da operação (RF > Operação)

3 ) Alterar o vencimento e ajustar o fluxo

4 ) Processar abertura de novo

Usuário orientado."
123169;[BNP] [FRONT] [TICKET 21358863/CZBR2SITADM-935] - RITM3094733 - [Front] -  Extração de relatório - Front;BNP;FRONT;25/09/2024 15:15 h;25/09/2024 15:21 h;Virginia Di Giaimo Dornelles;"From: NASCIMENTO Regiane <regiane.nascimento@br.bnpparibas.com>
Sent: 16 September 2024 12:59
To: SAR APS BP2S <sar.aps.bp2s@us.bnpparibas.com>
Cc: PEIXOTO Paulo <paulo.peixoto@br.bnpparibas.com>
Subject: Extração de relatório - Front
 
Prezados, boa tarde!
Tudo bem?
 
Poderia me ajudar na extração do relatório no front em cadastros> parâmetros para negociação> clientes, por favor?
 
![](clipboard-202409251508-vxruv.png)
";""
123154;[BNY] [SAC] [TICKET ] - Sincronismo Provento Subscrição ;BNY Mellon;SAC;25/09/2024 14:22 h;08/10/2024 10:48 h;Filipe Costa;"_**SOLICITACAO DE ATENDIMENTO DIMENSA**_

**TICKET ZENDESK:
SOLICITANTE CLIENTE: Reffania  
DATA DA SOLICITAÇÃO DO CLIENTE: 
TICKET EXTERNO: 
MÓDULO: Renda Variável 
TRANSAÇÃO: Operações/Renda variável/Proventos/Subscrição
TÍTULO DA TAREFA:  [BNY] [SAC] [TICKET ] - Sincronismo Provento Subscrição 
DESCRIÇÃO DA SOLICITAÇÃO:** 
---------------------------------------------------------------------------
Versão Partida: 2024.08.27.175 

+Ajustes Subscrição

+ sincronismmo do Gap entre a 2024.08.27.175 até a versão 2024.08.33.175

Versão Final:  2024.08.33.175-Subscrição
---------------------------------------------------------------------------
Conforme alinhamos há 2 meses atrás, o prazo para Subscrição de entrega é até o fim de Setembro.  
A Subscrição  foi gerada partindo da versão 2024.08.27.175 e nesta sexta iremos virar  a versão 2024.08.33.175 , vamos re-sincronizar este gap da 27 a 33 e gerar o pacote de Entrega para o BNY. 
Vou entregar este pacote semana que vem para a usuária Reffania começar a utilizar para testes.    
Caminho onde está a versão final da subscrição:  ?

F:\Dimensa\_FONTES\SAC\Subscrição_Versão de Partida - 2024.08.27.175

Este Pacote pode ser chamado de  ""2024.08.33.175 -Subscrição"" para sabermos que trata do evento. 

Att   

FILIPE COSTA ";"Pacote disponibilizado ao cliente em 04/10/2024 conforme e-mail abaixo: 


From: Costa,Filipe 
Sent: sexta-feira, 4 de outubro de 2024 15:42
To: Santos, Leila <leila.santos@bny.com>; Espinha, Vinicius <Vinicius.Espinha@bny.com>; Carvalho, Renato <Renato.Carvalho@bny.com>; Latam Funds Vendor Team Brazil <LatamFundsVendorBrazilTeam@bnymellon.com>; Pugliese, Guilherme <Guilherme.Pugliese@bny.com>
Cc: DimensaSLA <DimensaSLA@bnymellon.com>; Filipe Loureiro Costa <costa.filipe@dimensa.com.br>; Denis Prazeres <prazeres.denis@dimensa.com.br>
Subject: Nova Entrega do SAC - Pacote Subscrição - Versão Produção 2024.08.33.175 + Ajustes de Subscrição 


@Santos, Leila boa tarde 

Segue nova versão do SAC contemplando a Versão Produção 2024.08.33.175 + Ajustes de Subscrição      
Cliente: 2024.08.33.175.SUB
Servidor: 2024.08.33.175.SUB


Cliente 
F:\Dimensa\_ENTREGA DE BUILDS\SAC\Entrega Oficial\Versão Aceite\Cliente\Subscrição\2024.08.33.175.SUB

Servidor
F:\Dimensa\_ENTREGA DE BUILDS\SAC\Entrega Oficial\Versão Aceite\Servidor\Subscrição\2024.08.33.175.SUB

Att, 

Filipe Costa	 

 
 


"
123138;[BNP] [SAC] [TICKET 21356736/CZBR2SITADM-934] - [CVM 175] - Campos Tabela - FR_002;Dimensa;SAC;25/09/2024 12:39 h;25/09/2024 12:46 h;Thiago Pedroso David;"From: VITORETTI Lucas <lucas.vitoretti@consultant.bnpparibas.com> 
Sent: quarta-feira, 18 de setembro de 2024 23:34
To: SALERMO Cyro <cyro.salermo@br.bnpparibas.com>; PORTO Thiago <thiago.porto@br.bnpparibas.com>
Subject: RE: [CVM 175] - Campos Tabela - FR_002
 
Oi Cyro,
 
Obrigado pelo retorno.
 
Porém acredito que eles vão precisar falar as tabelas utilizadas na tela do SAC que está no e-mail em anexo mesmo, pois vou precisar de outros campos dessa tela e não somente se é Classe ou Subclasse. Estas informações são para montarmos uma query do business e solicitaram as informações abaixo que estão nessa tela Associação de Classe e Subclasse ? CVM 175:Fundo
Código - Classe
Nome - Classe
CNPJ - Classe
Código - Subclasse
Nome - Subclasse
Cód CVM - Subclasse
Seq. Proces - Subclasse
Zeragem Caixa - Subclasse
Saldo Mínimo Caixa - Subclasse
Módulo outros:
Cód CVM Subclasse ( código subclasse) ";"From: LEITE Jair <jair.leite@consultant.bnpparibas.com> 
Sent: quarta-feira, 25 de setembro de 2024 11:29
To: DORNELLES Virginia <virginia.dornelles@consultant.bnpparibas.com>; DAVID Thiago <thiago.david@consultant.bnpparibas.com>
Subject: RE: [CVM 175] - Campos Tabela - FR_002

Vi,

Conforme conversei com o Otavio, segue a query !
"
123115;[BB] [SAC] [REDMINE 123115] - COLETA DE INFORMAÇÕES PARA PRODUTOS;Banco do Brasil;SAC;25/09/2024 11:02 h;25/09/2024 12:44 h;Richard Santos De Magalhaes;"Senhores bom dia.

Conforme solicitação do Grana, o emsmo nos solicita ao seguintes dados:

Rossi
Carteira 99152:
Memória de Cálculo das seguintes operações: 31980 e 52193, para o período de 12/08/2024 à 16/08/2024.

Carteira 90190:
Taxa de Custódia da Carteira.

Will
Carteira 90723:
Select Indexadores que faltam: SELECT * FROM IDX_INDEX WHERE (CODINDEX LIKE '%TRM%' OR CODINDEX LIKE '%TRS%' OR CODINDEX LIKE '%TR%');


Att.



Richard Magalhães
";"Segue dados solicitados.

Att.

Richard Magalhães"
123068;[SANTANDER] [SAC] [TICKET 21350491 / REDMINE 123068 ] - WH/SAC - Duplicidade de Operações de Devolução de Empréstimos de Ações (Não oriundo de Renovação);Santander Custódia;SAC;25/09/2024 02:47 h;25/09/2024 03:41 h;Saulo Loureiro;"-- CUSTÓDIA
-- Duplicidade de Operações de Devolução de Empréstimos de Ações (Não oriundo de Renovação)
-- Foram no total de 268 operações duplicadas entre diversas carteirasem 24/09/2024";"-- DEVOLUCAO NAO ORIUNDO DE RENOVACAO
SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO IN (
SELECT MAX(ID_MOVIMENTO) MAXA
FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO = '24-SEP-2024'
   AND SG_OPERACAO = 'D'
   AND ID_OPERACAO_EMPR_ACOES NOT IN ( SELECT E1.ID_OPERACAO_EMPR_ACOES
                                         FROM SAC_RV_EMPRESTIMO_ACOES E1
                                        WHERE E1.DT_MOVIMENTO = '24-SEP-2024' 
                                          AND E1.SG_OPERACAO = 'R' )                                          
  GROUP BY CLCLI_CD, RVPAP_CD, ID_OPERACAO_EMPR_ACOES,RVCOR_CD, IC_TIPO_MOVIMENTO, DT_VENCIMENTO, QT_MOVIMENTADA , NO_CONTRATO 
  HAVING COUNT(*) > 1 );

-- DEVOLUCAO NAO ORIUNDO DE RENOVACAO
DELETE FROM SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO IN (
SELECT MAX(ID_MOVIMENTO) MAXA
FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO = '24-SEP-2024'
   AND SG_OPERACAO = 'D'
   AND ID_OPERACAO_EMPR_ACOES NOT IN ( SELECT E1.ID_OPERACAO_EMPR_ACOES
                                         FROM SAC_RV_EMPRESTIMO_ACOES E1
                                        WHERE E1.DT_MOVIMENTO = '24-SEP-2024'
                                          AND E1.SG_OPERACAO = 'R' )                                          
  GROUP BY CLCLI_CD, RVPAP_CD, ID_OPERACAO_EMPR_ACOES,RVCOR_CD, IC_TIPO_MOVIMENTO, DT_VENCIMENTO, QT_MOVIMENTADA , NO_CONTRATO 
  HAVING COUNT(*) > 1);

-- registros excluídos com sucesso"
123044;[SICREDI] [SAC] [TICKET INTERNO 21348214/EXTERNO INV17-144] Perfil Mensal - Fundos Faltantes de 07/11 a 11/11;Sicredi;SAC;24/09/2024 16:44 h;24/09/2024 17:21 h;Marcos Paulo Cioffi;"Prezados, identificamos que os fundos FIC ARROJADO, FIC CONSERVADOR e FIC MODERADO não estão aparecendo na tela de exportação do Perfil Mensal para os meses de 07/2021 a 11/2021.
Evidências em anexo.";Conforme contato e mostrado em tela, após o envio e importação do arquivo de complementação, os fundos foram exportados com sucesso.
122912;[BNY] [SLM] - [TICKET 21237015 - REDMINE - INC9563527] - Informe Quadrimestral FIP Sem a Quantidade de Classes;BNY Mellon;SLM;23/09/2024 20:03 h;11/11/2024 18:06 h;Priscila Machado Teruel;"Prezados boa tarde,
Foi aberto o  INC9563527 pela usuária @Gomes, Paula Cristina onde reporta que os arquivos referentes ao informe quadrimenstral FIP estão sendo gerados sem a quantidade de classe.

?...verificar no SLM em relação ao Informe Quadrimestral FIP, pois os arquivos estão sendo gerados com a tag <NUM_CLASSE></NUM_CLASSE>, sem a quantidade de classes (exemplo de um arquivo de um fundo em anexo), apesar de na aba ""Classes"" no cadastro do fundo no SLM constar a quantidade de classes, conforme prints na planilha em anexo...?";Build 085 entregue em 08/11
122907;[BNY] [SAC] [TICKET 21320538 - REDMINE 122907] ? Lançamentos de TAXA CBLC Não Estão Sendo Feitos Pelo SAC;BNY Mellon;SAC;23/09/2024 18:56 h;09/10/2024 19:26 h;Richard Santos De Magalhaes;"Senhores boa noite.
 
O apontamento do cliente está correto, evidências em anexo.
 
Quaisquer dúvidas estou à disposição.
 
 
 
Att.
 
 
 
 
Richard Magalhães";"Senhores boa noite.

Aceite 4 dado com sucesso, evidências em anexo.


Att


Richard Magalhães"
122901;[BNY] [SAC] [TICKET 21275710 - REDMINE 122901 - INC9592708]  - Código do Caixa Não Sendo Contabilizado;BNY Mellon;SAC;23/09/2024 18:13 h;22/10/2024 20:37 h;Richard Santos De Magalhaes;"Senhores boa noite.
 
Temos a seguinte situação:
 
A grade contábil não está preenchida, por este motivo o sistema não realiza as contabilizações.
 
Porém, para o evento F57 ( compra ), das 3 operações realizadas, o sistema está contabilizando somente uma ( isto será encaminhado para acerto ), para o evento F58 ( venda ), o sistema está contabilizando as 3 operações realizadas.
 
Evidências em anexo.
 
Quaisquer dúvidas estamos à disposição.
 
 
 
Att.
 
 
 
Richard Magalhães
BNY SAC TICKET 21275710 - REDMINE - INC9592708 - Código do Caixa Não Sendo Contabilizado
XLSX";"Em conversa com a analista Lilian no dia 29/10/2024, para esta ocorrência, foi gerada a BUILD DE LINHA  3140.

Att.


Richard Magalhães"
122899;[BNY] [SAC] [TICKET 21334319/ REDMINE 122899] - ERRO AO GERAR AS CARTEIRAS EM EXCEL.;BNY Mellon;SAC;23/09/2024 18:03 h;09/10/2024 11:25 h;Guilherme Chaves;"Ao tentar exportar o arquivo BOOK XLS, o sistema apresenta mensagem de erro de retrieve e o arquivo é gerado apenas com cabeçalho.

Segue evidência em anexo.";"Validação efetuada na build 3025.

Segue a evidência em anexo."
122890;[BNP] [SAC] [TICKET 21335702/CZBR2SITADM-925] - [CVM 175] - Erro no processamento de Cliente;BNP;SAC;23/09/2024 17:32 h;30/09/2024 15:01 h;Thiago Pedroso David;"Erro no Processamento de Cliente da versão que contem os sincronismos abaixo:
[ CVM 175 ] ID 101017 - Melhorias no processamento de Classes e Subclasses
[ CVM 175] ID 108580 - Relatório Demonstrativo de Caixa Classe e SubClasse

![](clipboard-202409231726-uahbd.png)

![](clipboard-202409231726-sfnua.png)
";VERSÃO HOMOLOGADO E ENTREGUE.
122817;[BNP] [SAC] [TICKET 21307136] - Cadastro de empresas - YMF SAC (Processamento CDA);BNP;SAC;23/09/2024 12:24 h;23/09/2024 12:34 h;Virginia Di Giaimo Dornelles;"Prezados, boa noite!
 
Realizamos o processamento de alguns fundos e as empresas abaixo estão saindo com o campo empresa ligada como ?sim?, porém, analisando os cadastros das empresas, verifiquei que os cadastros estão corretos, com o campo ?não?. Por favor, poderiam me confirmar de qual tela o sistema está puxando o ?sim??
 
CODINST	NOMEINST
BBHI  	BANCO  BOCOM BB
BCOS  	BANCO SEGURO SA

![](clipboard-202409231224-1wihw.png)
![](clipboard-202409231224-k3boq.png)
";"Oi Amile, bom dia!
 
Sobre este tema, na época, foi aberto o INC5250993 (acredito que em meados de abril) e o nosso entendimento sobre essas parametrizações foi esta abaixo:
 
As regras que o sistema segue são basicamente: Que a empresa ligada será = NÃO se a parametrização do sistema estiver ? GRUPO ECONÔMICO DO EMISSOR DO PAPEL DEVERÁ ESTAR DIFERENTE DO GRUPO ECONOMICO DO ADMINISTRADOR E GRUPO ECONÔMICO DO EMISSOR DO PAPEL DEVERÁ ESTAR DIFERENTE DO GRUPO ECONÔMICO DO GESTOR.
No caso da Western por exemplo, os emissores de papel estão (2), o Administrador está (1) e o gestor (Western) está (2) ficando a empresa ligada como SIM, por isso ao alterar o gestor para (1) ele entra na regra acima, e deixa empresa ligada como = NÃO.
 
Sendo assim ou alteramos o Gestor para diferente do emissor, e então como foi conversado que colocar (1) não seria adequado, visto que não é um grupo econômico ligado, deverá ser conversado a possibilidade de alterar para (3) GESTOR EXTERNO, por exemplo.
 
Fiz um teste alterando o Gestor da WESTERN conforme anexo e esses dois clientes mudaram a empresa de =S para = N, mas é necessário ajustar com calma essa parametrização para não alterar os outros que já estão corretos.
 
Atenciosamente;
"
122758;[SANTANDER] [SAC] [TICKET 21325390/ REDMINE 122758] - YS/SAC - Erro na geração do relatório de Estoque RF;Santander Asset;SAC;21/09/2024 04:56 h;08/10/2024 05:05 h;Saulo Loureiro;"Usuária: Stefany Comitre de Oliveira. 

(E-mail anexado) - Aguardando retorno da usuária.

Problema:

""Estou com um problema para gerar o relatório de estoque de Renda Fixa (Relatórios > Renda Fixa > Posição > Estoque) no YMF Asset SAC. Aparece o erro do print abaixo.

Poderia verificar do que se trata? Ele sempre aparece quando eu seleciono as seguintes carteiras juntas: 0414, 15191, 15192, 15277, SASB0415, SASB0417 e SASB0453.
Quando eu faço outra seleção com outras carteiras ou seleciono apenas uma carteira o erro não ocorre.""
";"Aceite dado conforme arquivo anexado.

E-mail enviado para o usuário:

""Segue o arquivo do aceite dado, com base no procedimento e situação do arquivo anexado.

Ao validar a correção, favor informar a @Cinthia Pereira Cezare (P) e @Gilberto Camargo Cavaco (P), para que possam atualizar o ambiente de Produção. 

Esta demanda gerou os chamados internos:

[SAC] [TICKET 21325390 / REDMINE 122758] - YS/SAC - Erro na geração do relatório de Estoque RF
Abaixo os caminhos para validações no ambiente Local (Contingencial)

Ambiente Rede - Servidor fswhdvwbr09
Produção Local (Contingencial)
\\fswhdvwbr09\YMF\TOTVS_LOCAL\ASSET\Atalhos
"""
122759;[SANTANDER] [SAC] [TICKET 21325390/ REDMINE 122758] - YS/SAC - Erro na geração do relatório de Estoque RF;Dimensa;SAC;21/09/2024 04:58 h;08/10/2024 05:01 h;Saulo Loureiro;"Usuária: Stefany Comitre de Oliveira. 

(E-mail anexado) - Aguardando retorno da usuária.

Problema:

""Estou com um problema para gerar o relatório de estoque de Renda Fixa (Relatórios > Renda Fixa > Posição > Estoque) no YMF Asset SAC. Aparece o erro do print abaixo.

Poderia verificar do que se trata? Ele sempre aparece quando eu seleciono as seguintes carteiras juntas: 0414, 15191, 15192, 15277, SASB0415, SASB0417 e SASB0453.
Quando eu faço outra seleção com outras carteiras ou seleciono apenas uma carteira o erro não ocorre.""
";"Aceite dado conforme arquivo anexado.

E-mail enviado para o usuário:

""Segue o arquivo do aceite dado, com base no procedimento e situação do arquivo anexado.

Ao validar a correção, favor informar a @Cinthia Pereira Cezare (P) e @Gilberto Camargo Cavaco (P), para que possam atualizar o ambiente de Produção. 

Esta demanda gerou os chamados internos:

[SAC] [TICKET 21325390 / REDMINE 122758] - YS/SAC - Erro na geração do relatório de Estoque RF
Abaixo os caminhos para validações no ambiente Local (Contingencial)

Ambiente Rede - Servidor fswhdvwbr09
Produção Local (Contingencial)
\\fswhdvwbr09\YMF\TOTVS_LOCAL\ASSET\Atalhos
"""
122754;[SANTANDER] [SAC] [TICKET 21325383 / REDMINE 122754] - WH/SAC - Alterar a data de vencimento;Santander Custódia;SAC;21/09/2024 03:37 h;21/09/2024 04:18 h;Saulo Loureiro;"
-- Alterar a data de vencimento para os seguintes empréstimos:
-- ID MOVIMENTO: 4726692,  Carteira: POLO FIA,  Papel : RENT3  De: 31/10/2024 Para: 23/09/2024
-- ID MOVIMENTO: 4726722,  Carteira: CUST3244,  Papel : RENT3  De: 31/10/2024 Para: 23/09/2024

";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
 WHERE ID_MOVIMENTO IN ( 4726722, 4726692 )
   AND DT_VENCIMENTO = '31-OCT-2024';

 UPDATE SAC_RV_EMPRESTIMO_ACOES
    SET DT_VENCIMENTO = '23-SEP-2024'
  WHERE ID_MOVIMENTO IN ( 4726722, 4726692 )
    AND DT_VENCIMENTO = '31-OCT-2024';

-- Dados atualizados com sucesso"
122752;[SANTANDER] [SAC] [TICKET 21325380 / REDMINE 122752] - WH/SAC - Valor Taxa de Remuneração para os Empréstimos de Renovação ;Santander Custódia;SAC;21/09/2024 03:22 h;21/09/2024 04:21 h;Saulo Loureiro;"-- CUSTÓDIA

-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 20/09/24
-- Papel CMIN3 De: 89.10   Para: 89.10";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO = '20-SEP-2024'
  AND SG_OPERACAO  = 'R'
  AND RVPAP_CD     = 'CMIN3'
  AND VL_TX_REMUNERACAO = 89.10;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 89.14
 WHERE DT_MOVIMENTO = '20-SEP-2024'
   AND SG_OPERACAO  = 'R'
   AND RVPAP_CD     = 'CMIN3'
   AND VL_TX_REMUNERACAO = 89.10 ;

-- dados atualizados com sucesso"
122632;[SANTANDER] [SAC] [TICKET 21315842 / REDMINE 122632] - YS/SAC - Ajustar valor da cota para tabela sistema legado;Santander Asset;SAC;20/09/2024 04:54 h;20/09/2024 05:09 h;Saulo Loureiro;"-- ASSET
-- Ajustar valor da cota para tabela sistema legado.Data 19/09/24. Valor Cota: 12.968626";"SELECT * FROM SAC_CL_INTEGRACAO_TX2
WHERE DT_POSICAO = '19-SEP-2024'
 AND CD_ATIVO = '4211' ;
SELECT * FROM SAT_PFEE_RESULT_CALC
WHERE DATAPOSICAO = '19-SEP-2024'
  AND CDCLIENTE = '4211' ;

 UPDATE SAT_PFEE_RESULT_CALC
    SET VLCOTAABERTURA = 12.968626
  WHERE DATAPOSICAO = '19-SEP-2024'
    AND CDCLIENTE = '4211';  

-- dados atualizados com sucesso"
122626;[SANTANDER] [SAC] [TICKET 21315836/ REDMINE 122626] - WH/SAC - Alterar a data de vencimento para os seguintes empréstimos;Santander Custódia;SAC;20/09/2024 04:46 h;20/09/2024 04:59 h;Saulo Loureiro;"Alterar a data de vencimento para os seguintes empréstimos:

-- ID MOVIMENTO: 4726745,  Carteira: TCES15133,  Papel : RENT3  De: 31/10/2024 Para: 23/09/2024

";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO = 4726745
 AND DT_VENCIMENTO = '31-OCT-2024';
 

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET DT_VENCIMENTO = '23-SEP-2024'
 WHERE ID_MOVIMENTO = 4726745
   AND DT_VENCIMENTO = '31-OCT-2024';

-- Dados atualizados com sucesso"
122623;[SANTANDER] [SAC] [TICKET 21315830 / REDMINE 122623] - WH/SAC - Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO das seguintes Operações;Santander Custódia;SAC;20/09/2024 04:35 h;20/09/2024 04:54 h;Saulo Loureiro;"-- Alterar a Modalidade de Contrato de ELETRONICO1 para REGISTRO das seguintes Operações:
ID MOVIMENTO: 4567390 (Renovação)  Carteira: CUST3230,  Papel : AMER3
ID MOVIMENTO: 4667846 (Depósito )  Carteira: CUST3230,  Papel : AMER3";"
SELECT * FROM  SAC_RV_EMPRESTIMO_ACOES
WHERE ID_MOVIMENTO IN ( 4667846, 4649790 )
AND SG_MODALIDADE_CONTRATO = 'E1';

UPDATE  SAC_RV_EMPRESTIMO_ACOES
  SET SG_MODALIDADE_CONTRATO = 'RE'
WHERE ID_MOVIMENTO IN ( 4667846, 4649790 )
AND SG_MODALIDADE_CONTRATO = 'E1';

-- dados atualizados com sucesso"
122622;[SANTANDER] [SAC] [TICKET 21315827 / REDMINE 122622] - YMF SWIFT - Não gera MT548 para RF - TCES15133;Santander Asset;Amplis-SWIFT;20/09/2024 04:24 h;07/11/2024 23:12 h;Saulo Loureiro;"VER E-MAIL ANEXADO.

Continuamos com o mesmo problema, e precisamos das correções o quanto antes.

Como pode ser visto na MT548 abaixo, referente a uma compra de RF, a estrutura permanece incorreta, o que nos obriga a efetuar ajustes manuais nas mensagens.

:16R:GENL
:20C::SEME//564167
:23G:INST
:98A::PREP//20240919
:16R:LINK
:13A::LINK//541
:20C::RELA//NONREF
:16S:LINK
:16R:STAT
:25D::MTCH//MACH
:16S:STAT
:16S:GENL
:16R:SETTRAN
:35B:ISIN BRSTNCLTN830
(LTN) 06/01/2023 01/04/2025
:36B::SETT//UNIT/5800,
:19A::SETT//BRL5484986,99
:97A::SAFE//31040
:22F::SETR//TRAD
:22H::REDE//DELI
:22H::PAYM//APMT
:98A::SETT//
:98A::TRAD//20240919
:16R:SETPRTY
:16S:SETPRTY
:16S:SETTRAN


*******************************

Marco,  boa tarde

Foram abertos dois, mas podem considerar apenas um para tratativa dado que refere-se ao mesmo problema.

3087 e 3088.
 
*********************************

Moler,

A mensagem foi gerada, mas com os erros destacados abaixo.

:22H::REDE//DELI deveria estar como :22H::REDE//RECE. DELI significa que a operação é uma venda; RECE, compra. Logo, como a MT548 gerada se refere a uma compra, a mensagem inverteu a lógica;
:98A::SETT// está em branco, mas deveria estar com a data de liquidação, que ocorreu em 09/07. Portanto, o formato correto seria este: :98A::SETT//20240709;
Os últimos dois campos destacados na MT548 (:16R:SETPRTY e :16S:SETPRTY) não deveriam estar na mensagem.


:16R:GENL

:20C::SEME//561502

:23G:INST

:98A::PREP//20240725

:16R:LINK

:13A::LINK//541

:20C::RELA//NONREF

:16S:LINK

:16R:STAT

:25D::MTCH//MACH

:16S:STAT

:16S:GENL

:16R:SETTRAN

:35B:ISIN BRSTNCLTN830

(LTN) 06/01/2023 01/04/2025

:36B::SETT//UNIT/50,

:19A::SETT//BRL46398,73

:97A::SAFE//31040

:22F::SETR//TRAD

:22H::REDE//DELI

:22H::PAYM//APMT

:98A::SETT//

:98A::TRAD//20240709

:16R:SETPRTY

:16S:SETPRTY

:16S:SETTRAN


Isso tudo pode ser ajustado, pois o mais importante é que as mensagens sejam enviadas, o que não acontecia, mas agradeço se puderem ajustar a configuração.

A maior preocupação é com o item 1 porque ele não gera erro de formato na mensagem, ao contrário do 2 e 3, e não impede o envio para o cliente. Ou seja, se não nos atentarmos no momento da correção manual, podemos enviar uma confirmação errada.

Obrigado.

************************************

VER E-MAIL ANEXADO.";"Chamado encerrado com base no trâmite do ZENDESK em 1/11/2025, que também já se encontra encerrado.

""Item Aguardando Retorno do Usuário.
Encaminhamos o Layout da MT548 de PRE Matching. Estão avaliando a possibilidade de alteração do mesmo.""

******************************************************************************************
"
122620;[SANTANDER] [SAC] [TICKET 21315825/REDMINE 122620] - WH/SAC - Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação;Santander Custódia;SAC;20/09/2024 04:10 h;20/09/2024 05:06 h;Saulo Loureiro;"-- CUSTÓDIA
 
-- Alterar Valor Taxa de Remuneração para os Empréstimos de Renovação Data: 19/09/24
-- Papel AZUL4 De: 51.60   Para: 51.64
-- CRFB3 De: 41.10   Para  41.18";"SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO= '19-SEP-2024'
  AND SG_OPERACAO = 'R'
  AND RVPAP_CD = 'AZUL4'
  AND VL_TX_REMUNERACAO = 51.60  ;

SELECT * FROM SAC_RV_EMPRESTIMO_ACOES
WHERE DT_MOVIMENTO= '19-SEP-2024'
  AND SG_OPERACAO = 'R'
  AND RVPAP_CD = 'CRFB3'
  AND VL_TX_REMUNERACAO = 41.10  ;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 51.64
WHERE DT_MOVIMENTO= '19-SEP-2024'
  AND SG_OPERACAO = 'R'
  AND RVPAP_CD = 'AZUL4'
  AND VL_TX_REMUNERACAO = 51.60  ;

UPDATE SAC_RV_EMPRESTIMO_ACOES
   SET VL_TX_REMUNERACAO = 41.18
WHERE DT_MOVIMENTO= '19-SEP-2024'
  AND SG_OPERACAO = 'R'
  AND RVPAP_CD = 'CRFB3'
  AND VL_TX_REMUNERACAO = 41.10  ;"
